100 0.050000 0.000500 0.100000 0.048280 238404
100 0.100000 0.001000 0.100000 0.095060 477256
100 0.150000 0.001500 0.100000 0.139560 708327
100 0.200000 0.002000 0.100000 0.180210 922832
100 0.250000 0.002500 0.100000 0.219650 1131118
100 0.300000 0.003000 0.100000 0.258590 1342485
100 0.350000 0.003500 0.100000 0.294310 1535850
100 0.400000 0.004000 0.100000 0.328510 1732051
100 0.450000 0.004500 0.100000 0.363190 1933606
100 0.500000 0.005000 0.100000 0.392810 2111085
100 0.550000 0.005500 0.100000 0.422620 2277328
100 0.600000 0.006000 0.100000 0.450360 2456468
100 0.650000 0.006500 0.100000 0.475770 2613637
100 0.700000 0.007000 0.100000 0.503790 2789176
100 0.750000 0.007500 0.100000 0.523780 2912112
100 0.800000 0.008000 0.100000 0.552060 3100349
100 0.850000 0.008500 0.100000 0.572310 3238588
100 0.900000 0.009000 0.100000 0.597960 3407975
100 0.950000 0.009500 0.100000 0.616170 3518475
100 1.000000 0.010000 0.100000 0.631840 3636780
100 1.050000 0.010500 0.100000 0.649910 3781322
100 1.100000 0.011000 0.100000 0.667870 3909837
100 1.150000 0.011500 0.100000 0.681340 4002614
100 1.200000 0.012000 0.100000 0.700110 4145665
100 1.250000 0.012500 0.100000 0.712790 4241857
100 1.300000 0.013000 0.100000 0.727720 4364542
100 1.350000 0.013500 0.100000 0.740380 4474929
100 1.400000 0.014000 0.100000 0.754120 4585709
100 1.450000 0.014500 0.100000 0.768260 4699331
100 1.500000 0.015000 0.100000 0.778110 4790432
100 1.550000 0.015500 0.100000 0.787590 4869477
100 1.600000 0.016000 0.100000 0.795490 4958716
100 1.650000 0.016500 0.100000 0.809330 5070146
100 1.700000 0.017000 0.100000 0.819970 5178606
100 1.750000 0.017500 0.100000 0.826730 5242057
100 1.800000 0.018000 0.100000 0.833370 5312222
100 1.850000 0.018500 0.100000 0.842950 5405102
100 1.900000 0.019000 0.100000 0.849500 5465575
100 1.950000 0.019500 0.100000 0.858330 5566242
100 2.000000 0.020000 0.100000 0.862840 5609737
100 2.050000 0.020500 0.100000 0.869760 5692212
100 2.100000 0.021000 0.100000 0.876450 5772788
100 2.150000 0.021500 0.100000 0.884270 5850604
100 2.200000 0.022000 0.100000 0.891430 5932785
100 2.250000 0.022500 0.100000 0.893670 5974883
100 2.300000 0.023000 0.100000 0.900110 6049905
100 2.350000 0.023500 0.100000 0.905150 6116282
100 2.400000 0.024000 0.100000 0.907680 6144382
100 2.450000 0.024500 0.100000 0.914370 6221775
100 2.500000 0.025000 0.100000 0.918590 6277285
100 2.550000 0.025500 0.100000 0.922070 6333714
100 2.600000 0.026000 0.100000 0.924410 6378628
100 2.650000 0.026500 0.100000 0.930050 6450799
100 2.700000 0.027000 0.100000 0.932240 6496633
100 2.750000 0.027500 0.100000 0.936670 6547114
100 2.800000 0.028000 0.100000 0.939540 6604158
100 2.850000 0.028500 0.100000 0.941420 6635775
100 2.900000 0.029000 0.100000 0.945350 6692963
100 2.950000 0.029500 0.100000 0.947400 6729149
